PID,UR,Alias,Merged,Deleted,familyName,givenName,birthdate,sex,streetNo,streetName,shortStreetType,suburb,state,postcode,country,sa1,meshblock,longitude,latitude,mobile,homePhone,businessPhone,email,medicareNo,dvaNo,dvaType,height,weight,waist,hips,married,race,deathDate
500383,308245,,,,MAZANEKUV,JAMESFG,1939-11-06,M,8,SHEPHERD,ST,DARWIN CITY,NT,0800,AUS,70101100210,70034951000,130.84036611,-12.45822117,0491570156,0755509490,0770108700,jamesfg.mazanekuv@his4ehr.com,59292236064,,,163,95.2,96,108,M,4,
500384,308267,,,,DONALD-STANTONOP,ELDONXY,1954-11-02,M,32,BYRNE,CCT,MOIL,NT,0810,AUS,70102102401,70010230000,130.8819767,-12.39443858,0491570156,0755508084,0770108094,eldonxy.donald-stantonop@his4ehr.com,56150153013,,,178,61.6,65,74,M,3,
500385,308289,,,,SILLSGH,CHRISTINAJK,1973-10-28,F,14,WATERS,ST,RAPID CREEK,NT,0810,AUS,70102102601,70011900000,130.86010326,-12.38547276,0491570159,0755507683,0770106305,christinajk.sillsgh@his4ehr.com,52210615455,,,172,77.2,84,160,D,4,
500386,308310,,,,BURTONOP,JAMESVW,1964-10-30,M,33,MISTLETOE,CCT,KARAMA,NT,0812,AUS,70102101904,70007670000,130.91572627,-12.39305586,0491570158,0755500902,0770109960,jamesvw.burtonop@his4ehr.com,56465864214,,,168,75.2,73,105,D,4,
500387,308332,,,,MELINIOTOUKL,TARAEF,1970-10-29,F,22,KILLUPPA,CR,LEANYER,NT,0812,AUS,70102102001,70008690000,130.90095577,-12.37881206,0491570110,0755508033,0770109762,taraef.meliniotoukl@his4ehr.com,53956560511,,,165,78.0,82,99,M,4,
500388,308353,,,,YUIJ,ISMAELRS,1943-11-05,M,71,ARALIA,ST,RAPID CREEK,NT,0810,AUS,70102102608,70011970000,130.85103772,-12.37735745,0491570110,0755501868,0770102844,ismaelrs.yuij@his4ehr.com,53933006134,,,173,56.4,60,62,W,4,
500389,308375,,,,FIRTHYZ,MATTHEWPQ,1947-11-04,M,51,MELBOURNE,ST,JOHNSTON,NT,0832,AUS,70104104213,70016408900,131.00547479,-12.49464705,0491570110,0755502455,0770102441,matthewpq.firthyz@his4ehr.com,55528399453,,,175,81.7,87,108,M,4,
500390,308397,,,,LEMONRS,JAMESVW,1945-11-04,M,32,ERRTYARTE,CR,TARA,NT,0872,AUS,70202105509,70032290000,133.9975955,-21.50735869,0491570156,0755501808,0770101770,jamesvw.lemonrs@his4ehr.com,59804227545,,,167,80.5,82,76,M,4,
500391,308418,,,,SHERIDANJK,ROSEMARYEF,1970-10-29,F,27,CYPRESS,CR,EAST SIDE,NT,0870,AUS,70201104615,70002340000,133.90289021,-23.68782524,0491570110,0755501513,0770109845,rosemaryef.sheridanjk@his4ehr.com,56153855235,,,163,71.2,74,99,M,4,
500392,308440,,,,BRANSBYJK,LUCASWX,1940-11-05,M,9,ELLERY,DR,LARAPINTA,NT,0875,AUS,70201104808,70000880000,133.83307647,-23.69361786,0491570159,0755500398,0770101846,lucaswx.bransbyjk@his4ehr.com,54571314823,,,174,92.6,99,101,M,4,
500393,308462,,,,ABRAHAMLM,KENDRAPQ,1943-11-05,F,38,ERUMBA,ST,BRAITLING,NT,0870,AUS,70201104511,70000350000,133.87187661,-23.67676502,0491570158,0755506161,0770109470,kendrapq.abrahamlm@his4ehr.com,50240978321,,,158,71.3,77,105,W,4,
500394,308484,,,,EATHERST,TONIEF,1941-11-05,F,585,PARKIN,RD,FLY CREEK,NT,0822,AUS,70103103514,70019950000,131.07611752,-12.81326594,0491570158,0755507015,0770102196,tonief.eatherst@his4ehr.com,50052502541,SIV27006E,WHT,162,70.3,78,102,M,4,
500395,308505,,,,SALBIENO,ANTHONYMN,1968-10-29,M,16,HARVEY,ST,DARWIN CITY,NT,0800,AUS,70101100231,73833000000,130.84290313,-12.45580107,0491570156,0755503764,0770101633,anthonymn.salbieno@his4ehr.com,57654661644,,,180,74.9,77,93,M,4,
500396,308526,,,,GALINACHI,TONIEF,1955-11-02,F,2,SHAW,ST,KATHERINE SOUTH,NT,0850,AUS,70205106705,70018850000,132.25695082,-14.47317211,0491570158,0755504349,0770107285,tonief.galinachi@his4ehr.com,54299978951,,,150,79.2,79,219,M,4,
500397,308548,,,,COOPERMN,MAXINEVW,1949-11-03,F,13,ROSS,CCT,ANMATJERE,NT,0872,AUS,70201105407,70003200000,133.43025365,-22.20906405,0491570158,0755501541,0770107655,maxinevw.coopermn@his4ehr.com,55344902662,SSM80024 ,WHT,147,63.7,63,64,S,4,
500398,308570,,,,MIRFASSIHIST,TONIYZ,1956-11-01,F,3730,STUART,HWY,ACACIA HILLS,NT,0822,AUS,70103103513,70020230000,131.1199385,-12.79649606,0491570159,0755504299,0770106291,toniyz.mirfassihist@his4ehr.com,59460272765,,,159,56.1,59,66,S,4,
500399,308592,,,,DUESTERHAUSHI,DEMETRIUSUV,1977-10-27,M,23,BOWMAN,CL,ARALUEN,NT,0870,AUS,70201104810,70001210000,133.85500143,-23.70631354,0491570159,0755505899,0770107090,demetriusuv.duesterhaushi@his4ehr.com,50110980433,,,190,92.4,102,113,W,4,
500400,308614,,,,ROBINSONDE,BLAKENO,1971-10-29,M,44,MANUNDA,TCE,KARAMA,NT,0812,AUS,70102101911,70008000000,130.91954171,-12.40425112,0491570157,0755503047,0770109246,blakeno.robinsonde@his4ehr.com,52872769643,,,175,104.8,104,101,S,4,
500401,308635,,,,GLUYASQR,TERRYMN,1977-10-27,U,17,CLEMATIS,ST,NIGHTCLIFF,NT,0810,AUS,70102102502,70016413600,130.85396637,-12.38351167,0491570159,0755507873,0770109777,terrymn.gluyasqr@his4ehr.com,50094508753,SSS31384E,WHT,173,78.0,79,94,M,4,
500402,308656,,,,MARSHALLFG,JOSEST,1969-10-29,M,590,THORNGATE,RD,HOLTZE,NT,0829,AUS,70103103107,70019632000,130.98307496,-12.44597551,0491570158,0755502021,0770105226,josest.marshallfg@his4ehr.com,53389024624,,,174,80.2,80,79,S,4,
500403,308678,,,,BOWLYFG,BILLIEFG,1966-10-30,M,10,MUCKANINNIE,CT,MOULDEN,NT,0830,AUS,70104104006,70024020000,130.97201072,-12.51021738,0491570158,0755504473,0770102754,billiefg.bowlyfg@his4ehr.com,54977486233,SP105079B,GOL,174,55.6,55,61,M,4,
500404,308699,,,,LINFORD-KLOSEYZ,KURTJK,1946-11-04,M,115,STANDLEY,ST,TENNANT CREEK,NT,0860,AUS,70202105608,70016391800,134.17555841,-19.65396728,0491570157,0755505172,0770104965,kurtjk.linford-kloseyz@his4ehr.com,58986878551,,,175,80.5,86,99,S,4,
500405,308721,,,,KUNDEHI,HELENDE,1965-10-30,F,4,MARIKA,RD,YIRRKALA,NT,0880,AUS,70204106308,70014800000,136.89239042,-12.25381977,0491570158,0755506029,0770109787,helende.kundehi@his4ehr.com,57901411842,,,153,105.6,104,159,M,4,
500406,308742,,,,HAUTANIEMIQR,KIMBERLYDE,1972-10-28,F,28,FANNING,DR,BAYVIEW,NT,0820,AUS,70101100905,70005962000,130.85947712,-12.43623303,0491570158,0755504952,0770102252,kimberlyde.hautaniemiqr@his4ehr.com,55248080451,,,156,85.4,85,121,M,4,
500407,308763,,,,MALOUFUV,ALONZOTU,1940-11-05,M,15A,MURRAY,ST,LARAPINTA,NT,0875,AUS,70201104801,70016422500,133.8377281,-23.6877263,0491570110,0755502216,0770107162,alonzotu.maloufuv@his4ehr.com,53622404443,,,181,61.7,69,65,S,4,
500408,308784,,,,MILLERST,TERRYWX,1942-11-05,M,8,TAMBLING,TCE,LYONS,NT,0810,AUS,70102102112,70013452000,130.89120566,-12.36594089,0491570159,0755506208,0770100133,terrywx.millerst@his4ehr.com,56704235875,,,174,81.7,88,108,S,4,
500409,308806,,,,INGLISDE,MARGARETXY,1972-10-28,F,21,TIPPERARY,CT,STUART PARK,NT,0820,AUS,70101100809,70012480000,130.85110692,-12.44969655,0491570158,0755503720,0770103584,margaretxy.inglisde@his4ehr.com,51896968273,,,157,74.6,74,113,M,4,
500410,308827,,,,MAASEF,KATHYQR,1947-11-04,F,228,TROWER,RD,WAGAMAN,NT,0810,AUS,70102102804,70013270000,130.88213471,-12.37877612,0491570157,0755501951,0770103437,kathyqr.maasef@his4ehr.com,59384750543,,,162,60.5,66,86,S,4,
500411,308848,,,,WILLIAMSTU,CHRISTOPHERMN,1957-11-01,M,,KERINAUIA,DR,WURRUMIYANGA,NT,0822,AUS,70203106003,70032730000,130.62992568,-11.7637629,0491570157,0755505884,0770101772,christophermn.williamstu@his4ehr.com,55476288174,,,182,84.8,91,97,S,4,
500412,308870,,,,CUNNINGHAMCD,PATRICIATU,1944-11-04,F,16,MADDOCK,CT,MALAK,NT,0812,AUS,70102102204,70009610000,130.90059138,-12.39292725,0491570110,0755505838,0770109402,patriciatu.cunninghamcd@his4ehr.com,58200705913,,,149,84.9,87,147,M,4,
500413,308892,,,,TAYLORJK,HAROLDBC,1940-11-05,M,12,HAUSER,CT,MARRARA,NT,0812,AUS,70102102209,70009770000,130.89434471,-12.39570012,0491570156,0755503978,0770108131,haroldbc.taylorjk@his4ehr.com,56816862852,,,165,69.5,71,80,S,4,
500414,308914,,,,BIN JAHAMINYZ,RICHARDIJ,1956-11-01,M,8,CYPRESS,CR,EAST SIDE,NT,0870,AUS,70201104615,70002480000,133.90171086,-23.68980298,0491570158,0755503571,0770101624,richardij.bin jahaminyz@his4ehr.com,56183474251,SA701327A,ORN,172,86.2,88,87,S,4,
500415,308936,,,,WILLIAMSGH,MICHAELST,1969-10-29,M,4,OGDEN,ST,MUIRHEAD,NT,0810,AUS,70102102107,70016408200,130.89382255,-12.35987913,0491570157,0755507779,0770106243,michaelst.williamsgh@his4ehr.com,53953225044,,,181,93.1,96,123,M,4,
500416,308958,,,,CASTELEYNPQ,SHIRLEYQR,1947-11-04,F,42,BERTRAM,RD,MITCHELL,NT,0832,AUS,70104104214,73803000000,130.99615109,-12.51639807,0491570157,0755507308,0770103050,shirleyqr.casteleynpq@his4ehr.com,50207174473,,,152,59.3,61,91,D,4,
500417,308980,,,,JOHNSONNO,RUDYYZ,1954-11-02,M,9,KLEIN,ST,WAGAMAN,NT,0810,AUS,70102102804,70013330000,130.88617271,-12.37829812,0491570157,0755509441,0770101892,rudyyz.johnsonno@his4ehr.com,50734615531,,,172,85.0,87,109,M,4,
500418,309002,,,,WELLSAB,JOHNFG,1946-11-04,M,87,KURRAJONG,DR,EAST SIDE,NT,0870,AUS,70201104607,70036650000,133.9020113,-23.683973,0491570110,0755505608,0770107030,johnfg.wellsab@his4ehr.com,59434306433,,,175,85.9,92,100,S,4,
500419,309024,,,,TILDE-REYESNO,ARLENEUV,1957-11-01,F,73,RUDDICK,CCT,STUART PARK,NT,0820,AUS,70101100810,70012570000,130.84710126,-12.45178428,0491570110,0755502546,0770108400,arleneuv.tilde-reyesno@his4ehr.com,55263968253,,,162,82.2,88,129,S,4,
500420,309046,,,,KANESHIRODE,DANIELUV,1946-11-04,M,7,GOODALL,CT,ROSEBERY,NT,0832,AUS,70104104304,70024920000,130.9946707,-12.50213812,0491570110,0755501717,0770100886,danieluv.kaneshirode@his4ehr.com,56916207031,,,158,82.6,80,95,M,4,
500421,309068,,,,DUNSTANYZ,HARRYCD,1968-10-29,M,53,WAMPANA,RD,LAJAMANU,NT,0852,AUS,70205106807,70019440000,130.63798679,-18.33611286,0491570157,0755509878,0770100014,harrycd.dunstanyz@his4ehr.com,50908927074,S 054389E,WHT,176,92.0,93,117,S,1,
500422,309089,,,,REDERFG,VICTORIAEF,1951-11-03,F,17,KELLY,RD,MOUNT LIEBIG,NT,0872,AUS,70201105308,70033690000,131.27336613,-23.26570468,0491570158,0755503886,0770108505,victoriaef.rederfg@his4ehr.com,50156766063,,,156,88.9,93,115,S,4,
500423,309110,,,,PERRYBC,DONNAJK,1975-10-28,F,1,BUFFALO,CT,DARWIN CITY,NT,0800,AUS,70101100222,70006470000,130.83704102,-12.45439327,0491570110,0755501116,0770103763,donnajk.perrybc@his4ehr.com,58004171424,,,157,81.7,82,102,D,4,
500424,309132,,,,FULLEXUV,NOELVW,1967-10-30,F,29,WAGAMAN,TCE,WAGAMAN,NT,0810,AUS,70102102805,70013320000,130.8860784,-12.38015233,0491570110,0755503140,0770107573,noelvw.fullexuv@his4ehr.com,56295036825,,,152,96.7,94,123,M,4,
500425,309153,,,,FLEIFELYZ,PAMELABC,1955-11-02,F,7,LILLIPILLI,CL,NHULUNBUY,NT,0880,AUS,70204106415,70022000000,136.77133525,-12.17503138,0491570156,0755500958,0770100399,pamelabc.fleifelyz@his4ehr.com,57255532473,,,156,62.3,64,116,M,4,
500426,309174,,,,WEBBEREF,JENNIFERVW,1942-11-05,F,55,ROSEBERY,DR,ROSEBERY,NT,0832,AUS,70104104302,70024990000,130.9901237,-12.50380712,0491570110,0755505260,0770109858,jennifervw.webberef@his4ehr.com,51012200522,,,159,62.0,68,78,M,4,
500427,309195,,,,WALISZUV,TONIQR,1954-11-02,F,4,LENS,CT,WOODROFFE,NT,0830,AUS,70104104403,70024550000,130.97637637,-12.50173905,0491570158,0755504545,0770104764,toniqr.waliszuv@his4ehr.com,59764578513,,,166,77.0,85,121,M,4,
500428,309216,,,,BURCHELLBC,BRYANVW,1969-10-29,M,14,KLEIN,ST,WAGAMAN,NT,0810,AUS,70102102802,70013240000,130.88660372,-12.37810031,0491570156,0755504273,0770109274,bryanvw.burchellbc@his4ehr.com,51849892432,,,176,86.9,87,90,M,4,
500429,309237,,,,RATNARAJYZ,CAROLYNRS,1975-10-28,F,21,COOLIBAH,CR,EAST SIDE,NT,0870,AUS,70201104609,70002350000,133.89916337,-23.69342286,0491570158,0755509354,0770107044,carolynrs.ratnarajyz@his4ehr.com,58614570834,,,166,72.0,76,115,M,4,
500430,309258,,,,SPARKSBC,FRANCESDE,1969-10-29,F,31,STIRLING,ST,MATARANKA,NT,0852,AUS,70205106512,70021860000,133.06627272,-14.925219,0491570159,0755504309,0770108729,francesde.sparksbc@his4ehr.com,55734115525,,,164,85.9,90,102,D,4,
500431,309279,,,,O'DONNELLUV,HELENAB,1949-11-03,F,28,GSELL,ST,WANGURI,NT,0810,AUS,70102102904,70013440000,130.8860522,-12.37320498,0491570158,0755502672,0770100912,helenab.o'donnelluv@his4ehr.com,58948447934,,,164,71.3,79,121,S,4,
500432,309301,,,,BORANCD,DANIELRS,1947-11-04,M,100,DELORAINE,RD,SHOAL BAY,NT,0830,AUS,70103103301,70019650000,130.96938616,-12.41439007,0491570158,0755506142,0770102982,danielrs.borancd@his4ehr.com,51239470964,,,166,83.0,84,91,S,4,
500433,309323,,,,PASCENTEQR,JOHNFG,1953-11-02,M,6,CARDONA,CT,DARWIN CITY,NT,0800,AUS,70101100219,70016390800,130.84510272,-12.46200627,0491570159,0755508992,0770104339,johnfg.pascenteqr@his4ehr.com,51052981773,,,170,82.8,84,86,M,4,
500434,309344,,,,PRICETU,CHRISNO,1964-10-30,M,25,FUHRMANN,ST,MUIRHEAD,NT,0810,AUS,70102102116,73853000000,130.89289745,-12.35353409,0491570158,0755508741,0770105326,chrisno.pricetu@his4ehr.com,50031649045,,,180,83.6,87,76,M,4,
500435,309366,,,,SPROULLGH,TRAVISRS,1978-10-27,M,40,ARMIDALE,ST,STUART PARK,NT,0820,AUS,70101100807,70012610000,130.84497971,-12.43851812,0491570157,0755500395,0770101476,travisrs.sproullgh@his4ehr.com,53256806762,,,178,79.7,83,92,M,4,
500436,309388,,,,ANDREWSGH,MARIEDE,1964-10-30,F,44,TUCKEROO,BVD,ZUCCOLI,NT,0832,AUS,70104104218,73825000000,131.00405768,-12.50683143,0491570156,0755507705,0770101696,mariede.andrewsgh@his4ehr.com,54458569665,,,161,55.7,58,74,M,4,
500437,309409,,,,HARRISAB,JACQUELINEQR,1954-11-02,F,44,BAGSHAW,CR,GRAY,NT,0830,AUS,70104103906,70023690000,130.98737124,-12.49081419,0491570159,0755500446,0770101472,jacquelineqr.harrisab@his4ehr.com,51592960512,,,159,70.6,75,83,S,4,
500438,309430,,,,PALMERFG,NOEMIDE,1946-11-04,F,37,CHAPMAN,RD,RAPID CREEK,NT,0810,AUS,70102102604,70011810000,130.85574771,-12.38006512,0491570110,0755506037,0770106639,noemide.palmerfg@his4ehr.com,59460162713,,,155,60.4,64,97,M,3,
500439,309451,,,,ERSKINE-BEHRFG,CLIFFORDYZ,1967-10-30,M,1,PATERSON,ST,TENNANT CREEK,NT,0860,AUS,70202105601,70031770000,134.19059453,-19.64716057,0491570110,0755508545,0770105286,cliffordyz.erskine-behrfg@his4ehr.com,55116272564,,,182,76.2,79,82,M,4,
500440,309473,,,,O'BRIENNO,ERICYZ,1965-10-30,M,145,MANTON VALLEY,RD,MANTON,NT,0837,AUS,70103103513,70020790000,131.16071522,-12.83762387,0491570158,0755509711,0770102621,ericyz.o'brienno@his4ehr.com,55865092642,,,177,79.6,81,88,S,4,
500441,309494,,,,STONEEF,JOHNNYGH,1952-11-02,M,13,FOURCROY,ST,KARAMA,NT,0812,AUS,70102101910,70007770000,130.92216176,-12.40680246,0491570159,0755500272,0770106818,johnnygh.stoneef@his4ehr.com,51903820253,,,178,76.9,82,90,S,4,
500442,309516,,,,WALKERST,SARAHDE,1949-11-03,F,1,MELVILLE BAY,RD,EAST ARNHEM,NT,0822,AUS,70204106317,70014352000,136.67192287,-12.20479297,0491570159,0755500915,0770107255,sarahde.walkerst@his4ehr.com,54411599411,,,157,97.9,103,164,S,4,
500443,309537,,,,SINCHONGCORS,ANGELAFG,1963-10-31,F,85,TIVENDALE,RD,BERRIMAH,NT,0828,AUS,70102101206,70037382000,130.95002849,-12.44941432,0491570110,0755502710,0770100619,angelafg.sinchongcors@his4ehr.com,51087928021,,,163,59.2,63,95,D,4,
500444,309559,,,,STONEHOUSEKL,JANICEWX,1970-10-29,F,9,WELLINGTON,PDE,ALAWA,NT,0810,AUS,70102101001,70005200000,130.87194971,-12.37970312,0491570156,0755503251,0770108863,janicewx.stonehousekl@his4ehr.com,54255603625,SKM51049C,ORN,160,58.7,60,85,S,4,
500445,309581,,,,COLLISWX,REBECCATU,1949-11-03,F,124,DORAT,RD,ROBIN FALLS,NT,0822,AUS,70203105716,70028510000,131.1065667,-13.25389302,0491570157,0755503996,0770104107,rebeccatu.colliswx@his4ehr.com,57652854043,,,158,58.3,62,83,W,4,
500446,309602,,,,ALDERSONUV,JAMESHI,1972-10-28,M,1395,COX PENINSULA,RD,BERRY SPRINGS,NT,0838,AUS,70103103516,70019680000,130.97529765,-12.73456279,0491570158,0755502887,0770108868,jameshi.aldersonuv@his4ehr.com,53888456141,,,178,103.2,104,111,S,4,
500447,309623,,,,AL HILALINO,IRVINGST,1966-10-30,M,5,TIWI,GDNS,TIWI,NT,0810,AUS,70102102701,70012880000,130.87370393,-12.36261382,0491570110,0755503651,0770106076,irvingst.al hilalino@his4ehr.com,50143087025,,,180,71.9,74,86,S,4,
500448,309644,,,,AESQUIVELCD,MICHELLEFG,1940-11-05,F,134,THOMAS,RD,HUMPTY DOO,NT,0836,AUS,70103103215,70021310000,131.15734544,-12.60460136,0491570156,0755504293,0770108830,michellefg.aesquivelcd@his4ehr.com,55278630445,,,165,65.3,74,95,M,4,
500449,309666,,,,MORTONCD,JOSEPHST,1955-11-02,M,9,KEITH,LANE,FANNIE BAY,NT,0820,AUS,70101100402,70007100000,130.83624215,-12.42364644,0491570110,0755504383,0770108465,josephst.mortoncd@his4ehr.com,57475688875,,,173,95.4,98,101,D,4,
500450,309688,,,,STEPHENSONMN,JONOP,1972-10-28,M,12,UNDOOLYA,ST,TIWI,NT,0810,AUS,70102102705,70013080000,130.87453517,-12.36438912,0491570159,0755509916,0770106640,jonop.stephensonmn@his4ehr.com,55273272375,,,185,89.6,94,102,S,4,
500451,309710,,,,BODINIIJ,GEORGEVW,1960-10-31,M,120,LIND,RD,JOHNSTON,NT,0832,AUS,70104104203,73843000000,131.01081144,-12.49265324,0491570157,0755509136,0770104623,georgevw.bodiniij@his4ehr.com,58131642852,,,178,68.4,71,93,D,4,
500452,309732,,,,SPEECHLEYKL,FRANKHI,1952-11-02,M,22730,CENTRAL ARNHEM,RD,WEST ARNHEM,NT,0822,AUS,70203106104,70016404600,134.59017358,-13.03530787,0491570159,0755503107,0770107936,frankhi.speechleykl@his4ehr.com,50482276633,,,184,85.8,95,119,D,4,
500453,309753,,,,DOCHERTYTU,GUYCD,1956-11-01,M,15,MUSGRAVE,CR,COCONUT GROVE,NT,0810,AUS,70102101607,70006662000,130.8525383,-12.39199646,0491570158,0755501518,0770105380,guycd.dochertytu@his4ehr.com,55607681212,,,178,100.0,105,139,S,4,
500454,309775,,,,TEGEGNEBC,RICKYBC,1960-10-31,M,118,FORREST,PDE,ROSEBERY,NT,0832,AUS,70104104302,70024930000,130.9908597,-12.50451812,0491570157,0755501966,0770109075,rickybc.tegegnebc@his4ehr.com,57116584533,,,181,86.6,92,105,W,4,
500455,309796,,,,RANDELLAB,ELEANORJK,1956-11-01,F,44,FLETCHER,CCT,DRIVER,NT,0830,AUS,70104103704,70023120000,130.97722568,-12.48537739,0491570156,0755503020,0770103189,eleanorjk.randellab@his4ehr.com,58965497912,,,172,98.6,112,151,M,4,
500456,309818,,,,JORDANNO,THEODOREKL,1970-10-29,U,535,PARKIN,RD,FLY CREEK,NT,0822,AUS,70103103514,70019950000,131.07145402,-12.80948412,0491570156,0755508957,0770104315,theodorekl.jordanno@his4ehr.com,53302631512,,,181,69.6,72,87,M,4,
500457,309839,,,,STEWARTJK,JOANNECD,1960-10-31,F,63,GAP,RD,THE GAP,NT,0870,AUS,70201104914,70016389700,133.87358169,-23.71587721,0491570158,0755500471,0770100959,joannecd.stewartjk@his4ehr.com,53825601045,,,161,75.4,80,114,M,4,
500458,309860,,,,WINTERGREENMN,LORILM,1974-10-28,F,141,LEANYER,DR,LEANYER,NT,0812,AUS,70102102002,70008740000,130.90134471,-12.37705412,0491570159,0755509568,0770104285,lorilm.wintergreenmn@his4ehr.com,53870201872,,,166,92.4,98,144,S,4,
500459,309882,,,,HARROPOP,SARAHLM,1944-11-04,F,1,PERCY,CT,KILGARIFF,NT,0873,AUS,70201105107,70000607000,133.87268806,-23.74880656,0491570158,0755501741,0770100426,sarahlm.harropop@his4ehr.com,59777664775,,,169,55.7,64,101,S,4,
500460,309903,,,,JACQUIERBC,JOHNMN,1969-10-29,M,7,MARTIN,CT,TENNANT CREEK,NT,0860,AUS,70202105614,70031830000,134.19774169,-19.65033813,0491570157,0755507305,0770109178,johnmn.jacquierbc@his4ehr.com,51027221223,,,175,84.7,84,116,W,4,
500461,309925,,,,WHITERS,RAYMONDST,1939-11-06,M,38,CASTLEREAGH,DR,LEANYER,NT,0812,AUS,70102102006,70008870000,130.8935277,-12.37299504,0491570156,0755500800,0770105024,raymondst.whiters@his4ehr.com,58581828763,,,169,93.5,97,89,W,4,
500462,309947,,,,KIRKPQ,KATHLEENNO,1966-10-30,F,8,PLOVER,ST,WULAGI,NT,0812,AUS,70102103005,70013842000,130.89474571,-12.37975912,0491570159,0755506876,0770101250,kathleenno.kirkpq@his4ehr.com,52487930613,,,158,77.1,78,116,M,4,
500463,309969,,,,TOSCANORS,RICHARDMN,1976-10-27,M,708,CHEENEY,RD,EVA VALLEY,NT,0822,AUS,70203105711,70003760000,130.96123978,-13.12760928,0491570158,0755504813,0770102719,richardmn.toscanors@his4ehr.com,54402708051,,,172,84.6,84,99,M,4,
500464,309990,,,,LENNON JNRAB,LESLEEGH,1950-11-03,F,2,BLEESER,ST,FANNIE BAY,NT,0820,AUS,70101100406,70006980000,130.84276371,-12.42752312,0491570158,0755507936,0770107457,lesleegh.lennon jnrab@his4ehr.com,54844469821,,,172,63.6,73,84,M,4,
